Account_ID,Customer_Name,Age,Gender,Marital_Status,Account_Type,Balance,Interest_Rate,Account_Term,Opening_Date,Closing_Date,Transaction_Status,Transaction_Amount,Transaction_Type,Frequency,Region,Occupation,Dependents,Customer_Satisfaction_Rating
A0868,Customer_868,60,Male,Divorced,Current,816749,2.6755745399572795,20,2020-06-29,2026-07-29,Failed,24954,Deposit,Quarterly,South,Student,1,5
A0869,Customer_869,25,Female,Divorced,Fixed Deposit,276769,6.742430660785097,19,2012-11-12,2028-02-16,Success,647,Withdrawal,Monthly,West,Retired,1,4
A0870,Customer_870,54,Male,Single,Current,872889,4.696437842288487,15,2020-02-23,2030-07-03,Success,1782,Deposit,Yearly,North,Employed,2,4
A0871,Customer_871,31,Female,Divorced,Current,549558,4.954154632895596,20,2000-02-11,2029-10-30,Success,65727,Transfer,Quarterly,North,Self-Employed,0,2
A0872,Customer_872,47,Male,Divorced,Savings,212469,4.282717102432531,12,2009-05-15,2021-11-05,Failed,95830,Deposit,Monthly,East,Retired,1,4
A0873,Customer_873,62,Female,Married,Current,376308,5.744558007860599,10,2000-12-28,2030-06-05,Success,95172,Deposit,Yearly,East,Self-Employed,3,5
A0874,Customer_874,34,Female,Single,Fixed Deposit,738606,6.386468550711292,11,2000-11-24,2030-07-15,Failed,49154,Deposit,Quarterly,North,Self-Employed,0,3
A0875,Customer_875,67,Male,Single,Current,430660,4.1748868571020585,7,2010-07-22,2027-01-04,Failed,64515,Withdrawal,Monthly,West,Unemployed,3,3
A0876,Customer_876,41,Male,Married,Savings,310698,5.198932544869492,18,2016-06-13,2023-05-27,Failed,53125,Withdrawal,Yearly,South,Unemployed,0,4
A0877,Customer_877,28,Female,Single,Current,169163,4.668920655163427,3,2017-03-28,2024-03-23,Failed,54602,Transfer,Yearly,East,Unemployed,3,4
A0878,Customer_878,56,Female,Single,Savings,42319,6.544615758477461,15,2011-04-23,2023-12-23,Success,51827,Withdrawal,Quarterly,East,Retired,5,2
A0879,Customer_879,56,Female,Married,Savings,575765,4.408258413511072,19,2000-10-02,2021-07-14,Success,97380,Transfer,Monthly,East,Employed,5,4
A0880,Customer_880,65,Female,Divorced,Current,521465,3.135642223235509,5,2009-07-19,2024-05-02,Success,49008,Transfer,Yearly,West,Retired,1,5
A0881,Customer_881,63,Female,Divorced,Current,955578,2.4477701128222162,3,2011-11-29,2027-06-08,Failed,50436,Deposit,Quarterly,South,Retired,3,3
A0882,Customer_882,25,Male,Divorced,Current,218782,3.5393409269222365,15,2008-11-04,2025-07-05,Failed,64266,Deposit,Monthly,South,Student,0,2
A0883,Customer_883,67,Female,Married,Savings,722634,4.0610190279709935,4,2010-10-01,2030-01-09,Success,40445,Withdrawal,Yearly,South,Employed,3,2
A0884,Customer_884,70,Female,Married,Savings,979451,2.778587695344273,15,2018-02-28,2023-07-15,Failed,84123,Withdrawal,Quarterly,South,Self-Employed,3,3
A0885,Customer_885,28,Female,Single,Fixed Deposit,505012,2.0527790933881827,10,2017-11-24,2028-01-03,Success,77210,Withdrawal,Yearly,North,Self-Employed,3,2
A0886,Customer_886,37,Male,Divorced,Fixed Deposit,347663,4.616581202126286,15,2015-08-16,2029-05-01,Success,9436,Deposit,Monthly,South,Student,1,4
A0887,Customer_887,24,Female,Married,Fixed Deposit,246896,5.791467243729028,16,2018-06-03,2022-01-12,Success,53680,Transfer,Quarterly,North,Self-Employed,1,3
A0888,Customer_888,55,Female,Married,Savings,3871,2.681502273078446,8,2002-03-13,2029-01-18,Failed,5189,Withdrawal,Quarterly,North,Employed,3,2
A0889,Customer_889,19,Female,Married,Fixed Deposit,14368,3.433811242476029,8,2010-02-23,2030-06-20,Failed,16415,Transfer,Yearly,South,Self-Employed,4,3
A0890,Customer_890,37,Male,Single,Current,705258,4.675494440209757,5,2011-02-09,2027-06-27,Success,50539,Deposit,Monthly,West,Unemployed,0,1
A0891,Customer_891,54,Male,Married,Current,94326,5.438849818784311,20,2005-05-24,2022-01-24,Success,74235,Withdrawal,Quarterly,East,Student,0,4
A0892,Customer_892,61,Female,Divorced,Current,951932,4.459658270588424,9,2001-11-11,2027-08-22,Failed,21381,Deposit,Monthly,North,Employed,1,3
A0893,Customer_893,42,Female,Married,Fixed Deposit,116795,5.777363504360134,12,2012-07-11,2024-10-11,Success,25557,Withdrawal,Monthly,South,Unemployed,4,2
A0894,Customer_894,43,Male,Married,Current,876804,3.4980525899355337,13,2016-11-21,2024-01-25,Success,57286,Withdrawal,Yearly,North,Student,4,1
A0895,Customer_895,63,Male,Single,Savings,603042,5.829346017183188,6,2000-04-11,2021-10-03,Failed,33557,Withdrawal,Monthly,East,Self-Employed,5,4
A0896,Customer_896,30,Male,Divorced,Savings,702520,5.989823881273068,11,2015-07-19,2027-05-10,Failed,98610,Withdrawal,Yearly,East,Student,4,4
A0897,Customer_897,22,Female,Divorced,Current,519105,4.98501876112876,11,2016-05-30,2029-12-26,Success,94766,Transfer,Monthly,North,Self-Employed,0,5
A0898,Customer_898,55,Male,Divorced,Current,157389,5.983836919338181,15,2009-02-13,2026-12-16,Failed,45788,Withdrawal,Yearly,East,Unemployed,1,2
A0899,Customer_899,62,Male,Married,Savings,996566,4.7410609786824836,16,2004-11-20,2026-05-01,Failed,66895,Deposit,Yearly,North,Unemployed,1,4
A0900,Customer_900,58,Male,Single,Current,95458,2.9428548966249775,1,2002-12-23,2025-10-16,Success,93046,Withdrawal,Quarterly,South,Student,0,2
A0901,Customer_901,33,Male,Divorced,Savings,818392,6.41081034245172,3,2008-01-15,2023-05-10,Success,64144,Deposit,Yearly,East,Student,3,3
A0902,Customer_902,24,Female,Married,Fixed Deposit,537561,4.185531832082274,16,2006-08-20,2024-11-23,Success,83328,Deposit,Quarterly,North,Employed,5,2
A0903,Customer_903,62,Female,Single,Fixed Deposit,79693,3.249480588855948,4,2005-05-12,2029-12-03,Failed,90341,Deposit,Yearly,North,Unemployed,4,4
A0904,Customer_904,67,Female,Divorced,Savings,759711,5.574689914923826,12,2014-07-11,2021-11-11,Success,48358,Deposit,Monthly,West,Student,2,4
A0905,Customer_905,37,Male,Single,Fixed Deposit,759724,5.2299539964543005,16,2002-01-13,2028-04-22,Failed,91385,Deposit,Quarterly,North,Self-Employed,5,4
A0906,Customer_906,61,Male,Single,Fixed Deposit,107210,6.142134278206455,15,2000-05-10,2030-03-29,Failed,7663,Transfer,Monthly,North,Self-Employed,2,4
A0907,Customer_907,56,Female,Married,Savings,949729,3.102962131164233,6,2010-10-05,2024-05-21,Success,85415,Transfer,Monthly,South,Student,3,4
A0908,Customer_908,69,Female,Single,Current,269322,2.396048665875173,10,2015-01-02,2026-08-30,Success,50606,Withdrawal,Monthly,South,Retired,1,4
A0909,Customer_909,25,Female,Married,Fixed Deposit,676636,5.1266150712803675,12,2006-11-02,2030-01-07,Success,55679,Deposit,Monthly,East,Employed,1,4
A0910,Customer_910,68,Female,Divorced,Current,243389,4.583050309290673,20,2003-08-18,2024-05-13,Success,96524,Withdrawal,Quarterly,East,Student,0,4
A0911,Customer_911,54,Male,Divorced,Current,479938,5.9997953515482845,19,2015-10-10,2025-11-09,Success,32447,Withdrawal,Monthly,West,Employed,4,3
A0912,Customer_912,68,Male,Single,Fixed Deposit,311401,5.066081099494358,5,2010-04-20,2028-06-10,Success,31865,Withdrawal,Yearly,North,Unemployed,2,3
A0913,Customer_913,20,Female,Divorced,Current,277955,5.4696227939665425,17,2019-03-30,2027-01-21,Success,62716,Transfer,Yearly,West,Employed,3,3
A0914,Customer_914,40,Female,Married,Current,487830,3.359325583453359,4,2012-10-16,2024-07-07,Failed,4622,Deposit,Monthly,East,Student,2,4
A0915,Customer_915,52,Female,Married,Fixed Deposit,53512,5.242285204787809,13,2016-10-04,2023-03-31,Success,47471,Withdrawal,Monthly,South,Employed,4,2
A0916,Customer_916,45,Female,Married,Fixed Deposit,105657,4.6597213301363825,4,2013-02-02,2025-08-25,Failed,82800,Deposit,Yearly,North,Self-Employed,0,5
A0917,Customer_917,60,Male,Single,Current,853679,3.3441101242938593,11,2000-07-18,2025-07-06,Success,92710,Withdrawal,Yearly,East,Unemployed,3,2
A0918,Customer_918,41,Male,Single,Current,184188,2.9400031288520254,18,2010-03-15,2023-10-27,Success,88760,Withdrawal,Yearly,East,Self-Employed,0,2
A0919,Customer_919,22,Male,Single,Current,917602,2.3423197635414885,3,2010-05-27,2028-01-04,Failed,3803,Withdrawal,Monthly,East,Retired,0,2
A0920,Customer_920,50,Male,Married,Savings,42360,2.683120164632622,10,2017-04-23,2026-10-12,Failed,91518,Withdrawal,Yearly,West,Retired,3,2
A0921,Customer_921,59,Female,Married,Savings,894647,2.551781752589818,18,2003-02-09,2026-01-31,Success,87351,Withdrawal,Quarterly,East,Student,3,5
A0922,Customer_922,39,Female,Married,Current,305681,4.2767150632191235,15,2019-08-10,2028-07-13,Failed,84685,Deposit,Monthly,West,Student,3,2
A0923,Customer_923,18,Male,Married,Fixed Deposit,378712,4.263836162989367,13,2015-10-09,2029-07-25,Success,19483,Deposit,Yearly,East,Employed,0,5
A0924,Customer_924,44,Female,Single,Savings,841534,5.502362989736861,19,2009-02-02,2027-02-21,Failed,34353,Transfer,Yearly,North,Student,2,3
A0925,Customer_925,70,Female,Single,Savings,710641,4.459980070136094,14,2004-02-24,2023-01-10,Failed,79455,Deposit,Monthly,South,Student,2,4
A0926,Customer_926,49,Female,Single,Current,328897,3.603218615777619,8,2017-09-18,2030-11-18,Failed,59799,Transfer,Quarterly,East,Student,2,5
A0927,Customer_927,24,Male,Single,Savings,447688,2.7607465255868457,20,2019-07-19,2021-03-18,Failed,89368,Transfer,Yearly,North,Employed,0,4
A0928,Customer_928,45,Female,Married,Current,775415,6.848581088146967,8,2008-04-22,2028-01-16,Success,19415,Deposit,Yearly,East,Unemployed,3,3
A0929,Customer_929,41,Female,Married,Fixed Deposit,122531,2.110654428077399,18,2014-01-21,2028-11-20,Failed,33430,Withdrawal,Quarterly,South,Student,5,3
A0930,Customer_930,58,Male,Divorced,Current,100613,6.8616630249572355,6,2010-05-31,2026-10-16,Failed,32529,Withdrawal,Monthly,North,Unemployed,2,2
A0931,Customer_931,47,Male,Divorced,Fixed Deposit,893596,3.4105726878790232,16,2015-10-15,2030-09-04,Failed,79024,Transfer,Monthly,North,Employed,1,4
A0932,Customer_932,63,Male,Divorced,Savings,796034,2.625196014165727,13,2014-03-16,2023-02-04,Success,75904,Withdrawal,Yearly,South,Retired,5,2
A0933,Customer_933,27,Male,Married,Savings,934538,4.19208317723524,3,2000-01-12,2027-06-21,Success,86948,Transfer,Monthly,East,Student,0,4
A0934,Customer_934,45,Female,Single,Savings,49118,2.0410204467479325,11,2019-04-19,2026-08-07,Success,21258,Transfer,Quarterly,East,Retired,5,1
A0935,Customer_935,29,Male,Single,Savings,11142,2.4509849157439056,7,2014-01-25,2023-05-23,Failed,1717,Transfer,Monthly,South,Unemployed,5,5
A0936,Customer_936,64,Female,Single,Fixed Deposit,894385,2.0736242344073785,19,2001-08-02,2028-05-30,Failed,15400,Transfer,Yearly,West,Student,3,4
A0937,Customer_937,51,Male,Married,Savings,146117,3.0859404259142598,14,2008-08-18,2030-03-29,Failed,12198,Withdrawal,Monthly,North,Unemployed,3,3
A0938,Customer_938,59,Female,Divorced,Current,696578,4.101215135737385,14,2020-01-15,2029-04-29,Failed,84562,Deposit,Yearly,South,Retired,0,5
A0939,Customer_939,35,Female,Single,Fixed Deposit,679636,5.928626693765161,19,2015-06-29,2026-03-30,Success,93372,Transfer,Quarterly,West,Unemployed,2,4
A0940,Customer_940,57,Male,Divorced,Fixed Deposit,179795,4.49197877935929,11,2007-06-20,2024-01-03,Failed,50477,Withdrawal,Quarterly,North,Employed,5,1
A0941,Customer_941,69,Female,Divorced,Savings,345625,3.8569854074599017,18,2011-11-28,2028-02-26,Success,52222,Deposit,Yearly,North,Self-Employed,5,2
A0942,Customer_942,52,Female,Married,Savings,375894,5.484674013831642,8,2000-09-24,2026-12-23,Failed,92645,Transfer,Monthly,South,Student,2,2
A0943,Customer_943,67,Male,Married,Fixed Deposit,938980,2.158685607099855,6,2006-08-26,2030-01-27,Success,76929,Withdrawal,Quarterly,West,Retired,0,3
A0944,Customer_944,48,Male,Single,Current,459976,2.4011154861579196,3,2009-07-20,2027-11-22,Success,10631,Deposit,Monthly,North,Student,1,5
A0945,Customer_945,47,Female,Married,Current,653011,5.752847908125968,19,2016-11-19,2030-07-25,Success,68065,Deposit,Monthly,North,Employed,1,2
A0946,Customer_946,45,Male,Married,Savings,282342,2.730439128579137,16,2006-01-19,2029-08-17,Failed,24849,Deposit,Yearly,West,Self-Employed,1,4
A0947,Customer_947,70,Male,Married,Savings,922148,3.3325178912152684,4,2015-08-28,2025-11-12,Success,55536,Transfer,Monthly,West,Employed,4,5
A0948,Customer_948,64,Male,Single,Savings,769677,3.9621088754901543,19,2013-09-26,2027-05-08,Success,21834,Transfer,Yearly,East,Unemployed,0,4
A0949,Customer_949,55,Male,Divorced,Fixed Deposit,98466,4.715959752729042,20,2012-03-01,2029-02-24,Success,56050,Transfer,Yearly,East,Retired,1,2
A0950,Customer_950,35,Male,Divorced,Current,391722,2.908018693037044,15,2012-11-25,2028-01-12,Success,33244,Deposit,Monthly,South,Unemployed,4,4
A0951,Customer_951,38,Female,Single,Fixed Deposit,855551,6.478494891581658,11,2017-10-26,2021-09-03,Failed,90780,Deposit,Monthly,East,Self-Employed,1,1
A0952,Customer_952,33,Male,Divorced,Fixed Deposit,360370,3.2503973326552926,18,2004-08-23,2026-11-10,Failed,39712,Transfer,Quarterly,South,Retired,1,2
A0953,Customer_953,23,Female,Divorced,Current,192752,3.907887042621227,4,2017-08-31,2023-04-02,Success,65720,Transfer,Yearly,East,Retired,5,4
A0954,Customer_954,35,Female,Single,Fixed Deposit,120361,2.0630774394408444,15,2015-05-10,2025-02-01,Success,69987,Deposit,Monthly,South,Student,3,5
A0955,Customer_955,46,Female,Divorced,Savings,421245,6.872992514377298,6,2001-10-25,2026-03-10,Success,86409,Deposit,Monthly,East,Student,0,2
A0956,Customer_956,33,Male,Married,Fixed Deposit,420692,5.573412606453983,10,2013-11-30,2022-08-29,Failed,50272,Transfer,Monthly,South,Employed,0,3
A0957,Customer_957,66,Male,Single,Fixed Deposit,479715,3.9239894960532085,13,2019-10-03,2023-09-12,Failed,76918,Withdrawal,Quarterly,West,Student,4,5
A0958,Customer_958,47,Male,Single,Current,286037,6.8748610706240285,3,2007-07-13,2022-09-09,Success,40467,Deposit,Quarterly,East,Unemployed,1,2
A0959,Customer_959,54,Female,Married,Fixed Deposit,877303,3.235810955525152,20,2016-07-02,2029-05-16,Failed,96298,Deposit,Monthly,North,Employed,5,4
A0960,Customer_960,57,Female,Married,Fixed Deposit,405452,6.972677045818801,4,2020-11-27,2028-09-08,Failed,54050,Transfer,Monthly,South,Employed,5,5
A0961,Customer_961,60,Female,Married,Savings,724415,2.9958993815196537,20,2001-03-25,2029-08-02,Success,98726,Transfer,Monthly,West,Student,2,2
A0962,Customer_962,42,Female,Married,Fixed Deposit,892993,5.676613896004705,13,2011-07-18,2024-05-14,Success,95474,Withdrawal,Quarterly,West,Student,2,2
A0963,Customer_963,39,Female,Single,Savings,502476,2.469801519853589,11,2020-05-29,2030-06-20,Failed,11748,Withdrawal,Quarterly,East,Unemployed,4,4
A0964,Customer_964,19,Male,Single,Current,839754,5.330039418567562,16,2015-02-17,2025-11-19,Success,14422,Transfer,Monthly,North,Employed,3,3
A0965,Customer_965,49,Male,Single,Fixed Deposit,443226,3.042235660285709,2,2008-02-29,2025-08-08,Failed,83485,Withdrawal,Quarterly,East,Retired,1,4
A0966,Customer_966,38,Female,Married,Current,681364,3.945614802891102,3,2019-12-01,2024-07-29,Success,75153,Deposit,Monthly,North,Unemployed,3,2
A0967,Customer_967,29,Male,Married,Savings,930168,6.806069482569,7,2001-02-26,2030-08-25,Failed,45240,Transfer,Quarterly,East,Unemployed,1,2
A0968,Customer_968,49,Female,Married,Current,836620,6.681076233203083,5,2002-06-28,2030-04-24,Success,18805,Transfer,Monthly,West,Student,1,4
A0969,Customer_969,31,Female,Married,Savings,175880,2.7930571820275576,19,2008-08-03,2021-09-21,Success,35361,Deposit,Quarterly,South,Unemployed,4,3
A0970,Customer_970,40,Female,Married,Savings,119548,5.641185389540564,1,2008-03-13,2028-02-10,Failed,98237,Deposit,Monthly,West,Unemployed,1,5
A0971,Customer_971,69,Male,Single,Savings,139948,5.723622893445973,5,2010-06-09,2023-04-14,Success,27562,Deposit,Quarterly,West,Employed,5,5
A0972,Customer_972,34,Male,Married,Savings,730987,4.7478997230874835,5,2013-11-19,2030-06-28,Failed,98179,Deposit,Yearly,South,Retired,5,5
A0973,Customer_973,39,Male,Married,Fixed Deposit,762697,2.6107075606775556,15,2000-11-30,2025-08-17,Success,52262,Withdrawal,Monthly,South,Unemployed,1,1
A0974,Customer_974,35,Female,Single,Savings,62495,4.406147965733707,18,2008-03-13,2023-12-30,Success,91720,Transfer,Monthly,South,Self-Employed,2,1
A0975,Customer_975,56,Male,Divorced,Savings,989248,3.494065418791906,10,2008-03-20,2030-03-28,Success,40483,Transfer,Yearly,West,Unemployed,0,1
A0976,Customer_976,62,Male,Divorced,Fixed Deposit,886364,3.8021332803189596,13,2003-12-06,2024-03-21,Success,941,Withdrawal,Quarterly,South,Unemployed,1,1
A0977,Customer_977,35,Male,Married,Current,168138,2.260437572883727,20,2014-07-15,2028-03-31,Failed,22172,Transfer,Quarterly,East,Student,0,1
A0978,Customer_978,53,Female,Divorced,Savings,109751,5.333473921484806,19,2012-07-13,2022-10-20,Failed,64551,Withdrawal,Quarterly,East,Employed,3,1
A0979,Customer_979,18,Male,Divorced,Current,437236,6.8663703021753,15,2015-10-23,2023-11-17,Success,306,Withdrawal,Yearly,East,Student,1,1
A0980,Customer_980,51,Male,Single,Fixed Deposit,956490,3.1798291889171657,7,2001-07-02,2028-09-14,Success,12797,Withdrawal,Quarterly,East,Unemployed,2,3
A0981,Customer_981,30,Female,Married,Savings,620446,4.170808252860363,7,2012-07-29,2027-09-29,Success,9254,Transfer,Monthly,North,Unemployed,3,1
A0982,Customer_982,23,Male,Single,Savings,507121,2.0753385263443125,11,2015-11-28,2023-08-26,Failed,91367,Transfer,Monthly,North,Employed,5,3
A0983,Customer_983,33,Female,Single,Current,842235,5.971951986704023,10,2017-05-08,2025-07-21,Success,54867,Deposit,Quarterly,West,Retired,2,3
A0984,Customer_984,64,Female,Married,Fixed Deposit,597580,4.923484300063908,19,2004-08-04,2023-09-04,Failed,68907,Withdrawal,Monthly,West,Employed,2,2
A0985,Customer_985,44,Male,Single,Savings,712346,3.9790415014752663,10,2003-02-07,2022-04-11,Failed,54736,Deposit,Monthly,South,Unemployed,4,2
A0986,Customer_986,49,Female,Married,Current,460447,3.215446666215727,14,2007-07-06,2022-09-07,Success,85889,Withdrawal,Yearly,West,Employed,2,2
A0987,Customer_987,53,Male,Married,Savings,191065,6.844174647405496,12,2005-05-08,2023-02-26,Success,37893,Withdrawal,Yearly,South,Retired,0,3
A0988,Customer_988,66,Female,Divorced,Savings,642018,4.905385113636972,3,2012-02-07,2021-04-24,Success,96181,Transfer,Yearly,South,Student,0,1
A0989,Customer_989,33,Male,Married,Savings,399197,5.453757072808991,19,2002-07-19,2023-10-03,Success,56585,Transfer,Yearly,West,Self-Employed,2,3
A0990,Customer_990,62,Female,Married,Fixed Deposit,818012,5.442032694675486,1,2014-07-22,2029-12-09,Failed,22465,Deposit,Monthly,North,Self-Employed,0,5
A0991,Customer_991,48,Male,Married,Fixed Deposit,377018,2.7749597121551135,20,2010-09-24,2030-04-12,Failed,23221,Deposit,Monthly,South,Employed,3,3
A0992,Customer_992,59,Male,Married,Savings,642055,5.853985000009831,17,2016-07-15,2024-06-25,Failed,49206,Transfer,Quarterly,North,Retired,0,5
A0993,Customer_993,63,Male,Married,Savings,31216,3.243611282024475,13,2016-11-14,2026-03-17,Success,24531,Withdrawal,Quarterly,West,Employed,5,4
A0994,Customer_994,49,Male,Divorced,Fixed Deposit,905476,4.499596032925008,5,2013-01-04,2026-06-12,Failed,92380,Transfer,Quarterly,East,Self-Employed,1,4
A0995,Customer_995,46,Female,Divorced,Current,718712,5.429723218777957,10,2019-07-16,2027-04-13,Success,17707,Deposit,Yearly,West,Self-Employed,3,3
A0996,Customer_996,68,Male,Single,Savings,923694,3.692110483752518,2,2015-10-06,2025-11-22,Success,26054,Withdrawal,Yearly,North,Student,0,2
A0997,Customer_997,19,Male,Married,Current,880269,6.848258532470952,12,2004-09-14,2025-09-25,Failed,63862,Deposit,Yearly,South,Student,4,3
A0998,Customer_998,23,Male,Married,Fixed Deposit,763606,5.797800824982387,18,2016-11-21,2028-04-03,Failed,23953,Transfer,Monthly,North,Unemployed,3,3
A0999,Customer_999,36,Male,Divorced,Fixed Deposit,936081,2.30026167853829,2,2016-09-16,2021-06-01,Failed,65978,Deposit,Monthly,West,Unemployed,4,1
A1000,Customer_1000,32,Female,Divorced,Current,138002,3.777588376573283,1,2017-01-24,2023-04-08,Failed,14549,Transfer,Yearly,North,Student,5,5
